filename,cluster,x,y
Chunfeng Wu_2021_Implementation of hybridly protected quantum gates_intro.txt,20,1.1558987,5.2917905
Chungheon Baek_2018_Density-Matrix Simulation of Logical Qubit using 3_intro.txt,-1,-0.014555261,7.700113
ChunJun Cao_2021_From Quantum Codes to Gravity- A Journey of Gravit_intro.txt,6,4.649517,4.34423
Chuong Nguyen Quoc_2021_Qsun- an open-source platform towards practical qu_intro.txt,4,-1.6774751,2.8976188
Claire Levaillant_2025_Multi-image quantum encryption scheme using blocks_intro.txt,5,1.9461312,1.3021564
Claude Crepeau_2005_Approximate Quantum Error-Correcting Codes and Sec_intro.txt,5,1.9658962,1.1177784
Claudio Cremaschini_2018_Space-time second-quantization effects and the qua_intro.txt,6,4.452597,4.074542
Clement Ampadu_2011_Spectral analysis of discrete-time quantum walks i_intro.txt,1,0.4018256,1.6641126
Clement Charles_2023_Simulating $mathbb{Z}_2$ lattice gauge theory on _intro.txt,14,-0.6639443,4.168254
Cody Jones_2012_Novel constructions for the fault-tolerant Toffoli_intro.txt,-1,0.8673081,6.904768
Cody Jones_2013_Distillation protocols for Fourier states in quant_intro.txt,8,2.3443599,7.0186963
Cody Jones_2024_Improved accuracy for decoding surface codes with _intro.txt,18,1.8656709,9.449423
Colin J. Trout_2015_Magic State Distillation and Gate Compilation in Q_intro.txt,14,-1.341852,4.2701797
Colin J. Trout_2017_Simulating the performance of a distance-3 surface_intro.txt,17,1.0896747,8.12071
"Connor T. Hann_2024_Hybrid cat-transmon architecture for scalable, har_intro.txt",-1,1.3168119,6.193139
Constantia Alexandrou_2025_Realizing string breaking dynamics in a $Z_2$ latt_intro.txt,10,2.5972126,5.7100263
Corey Ostrove_2019_Improving Performance of an Analog Electronic Devi_intro.txt,25,-1.4387146,7.318865
Cornelis J. G. Mommers_2021_Universal quantum computation and quantum error co_intro.txt,20,1.2021629,5.4576435
Craig Gidney_2017_A slightly smaller surface code S gate_intro.txt,19,2.1843424,8.876395
Craig Gidney_2019_Surface code dislocations have code distance L+O(1_intro.txt,17,1.5527413,8.843108
Craig Gidney_2022_A Pair Measurement Surface Code on Pentagons_intro.txt,17,1.4837514,8.738583
Craig Gidney_2023_Inplace Access to the Surface Code Y Basis_intro.txt,17,1.5905786,8.901802
Craig Gidney_2023_New circuits and an open source decoder for the co_intro.txt,19,2.3808568,9.040469
Craig Gidney_2023_Yoked surface codes_intro.txt,17,1.3123658,8.513167
Craig Gidney_2025_A Constant Rate Quantum Computer on a Line_intro.txt,28,0.026636094,7.1551137
Craig R. Clark_2008_Resource Requirements for Fault-Tolerant Quantum S_intro.txt,-1,0.4013487,4.602918
Cristian L. Cortes_2023_Fault-tolerant quantum algorithm for symmetry-adap_intro.txt,14,-0.95247215,4.820236
Cristina Cirstoiu_2022_Volumetric Benchmarking of Error Mitigation with Q_intro.txt,24,-1.776255,5.973874
D. A. Lidar_1998_Concatenating Decoherence Free Subspaces with Quan_intro.txt,-1,1.6996574,9.448166
D. A. R. Dalvit_2024_Quantum Frequency Combs with Path Identity for Qua_intro.txt,14,-0.40620947,3.787355
D. A. Slavnov_2009_Quantum Teleportation_intro.txt,13,1.9478183,2.5321693
D. B. Uskov_2005_Geometric phase for SU(N) through fiber bundles an_intro.txt,-1,2.6938457,5.1707125
"D. Bacon_2003_Decoherence, Control, and Symmetry in Quantum Comp_intro.txt",-1,3.094418,3.786224
D. Bacon_2008_The Stability of Quantum Concatenated Code Hamilto_intro.txt,30,-0.37122208,9.205502
D. Cervantes_2010_The quantum chiral Minkowski and conformal supersp_intro.txt,0,5.717651,3.4216826
D. D. Yavuz_2015_Large Sample Superradiance and Fault-Tolerant Quan_intro.txt,-1,-0.5243398,6.191055
D. G. Cory_1998_Experimental Quantum Error Correction_intro.txt,27,-0.80374897,7.04262
D. Kazhdan_1995_Representations of Quantum Affine Algebras_intro.txt,2,4.0059547,5.3522034
D. L. Shepelyansky_2000_Quantum Chaos & Quantum Computers_intro.txt,12,3.8311715,3.4484923
D. Maslov_2007_Quantum Circuit Placement_intro.txt,14,0.29599524,3.6869915
D. Rohrlich_2007_Errors and paradoxes in quantum mechanics_intro.txt,12,4.048258,3.3837879
D. S. Wang_2009_Graphical algorithms and threshold error rates for_intro.txt,8,2.4988337,6.99901
D. S. Wang_2009_Threshold error rates for the toric and surface co_intro.txt,17,1.4842678,8.648197
D. Schlingemann_2000_Quantum error-correcting codes associated with gra_intro.txt,30,-0.30053395,8.739707
D. Schlingemann_2001_Stabilizer codes can be realized as graph codes_intro.txt,30,-0.058255434,9.056169
"D. Sokolovski_2022_Wigner's friends, tunnelling times and Feynman's __intro.txt",12,3.6617172,3.1665585
D. V. Babukhin_2019_Nondestructive classification of quantum states us_intro.txt,4,-1.8125459,2.6669958
D. V. Babukhin_2023_Echo-evolution data generation for quantum error m_intro.txt,4,-2.0642776,3.643061
D. V. Fastovets_2019_Machine learning methods in quantum computing theo_intro.txt,4,-2.0153892,2.7011142
D. W. Leung_1997_Approximate quantum error correction can lead to b_intro.txt,30,-0.76924473,8.479478
Daan Staudt_2011_The Role of Correlated Noise in Quantum Computing_intro.txt,-1,-0.59785724,6.5013943
Daiki Komoto_2024_Quantum Error Correction near the Coding Theoretic_intro.txt,30,-0.4167522,8.838865
Daiki Ueno_2022_Explicit method to make shortened stabilizer EAQEC_intro.txt,-1,0.55782074,9.558886
Daiqin Su_2021_Universal quantum computation with optical four-co_intro.txt,13,1.9302945,2.8400936
Dale Scerri_2017_Method of images applied to driven solid-state emi_intro.txt,10,1.98266,5.6262903
Damian S. Steiger_2016_ProjectQ- An Open Source Software Framework for Qu_intro.txt,14,0.23839098,2.9868617
Damien Rivet_2021_Bornological quantum groups as locally compact qua_intro.txt,0,5.971578,3.0366387
Dan Browne_2017_From Quantum Optics to Quantum Technologies_intro.txt,-1,1.4686065,3.850844
Dan Li_2017_Controlled Alternate Quantum Walks based Quantum H_intro.txt,5,1.1058787,1.2034124
Daniel A. Lidar_1999_Decoherence-Free Subspaces for Multiple-Qubit Erro_intro.txt,-1,3.2710114,3.7924569
Daniel A. Lidar_2000_Decoherence-Free Subspaces for Multiple-Qubit Erro_intro.txt,-1,-0.62718296,6.7357507
Daniel A. Vajner_2021_Quantum Communication Using Semiconductor Quantum _intro.txt,20,1.6834669,4.775222
Daniel Alsina_2017_PhD thesis- Multipartite entanglement and quantum _intro.txt,2,3.4672112,4.8982606
Daniel Bochen Tan_2024_A SAT Scalpel for Lattice Surgery- Representation _intro.txt,17,1.3898289,7.9698515
Daniel Braun_2001_Quantum Chaos and Quantum Algorithms_intro.txt,12,3.7851098,3.4648476
Daniel Bultrini_2021_Unifying and benchmarking state-of-the-art quantum_intro.txt,24,-2.454826,5.734881
Daniel Bultrini_2023_Mixed Quantum-Classical Dynamics for Near Term Qua_intro.txt,14,-1.5056211,3.6410532
Daniel Claudino_2024_Parallel Quantum Computing Simulations via Quantum_intro.txt,14,-0.042730376,3.6369674
Daniel Gottesman_1996_A Class of Quantum Error-Correcting Codes Saturati_intro.txt,30,-0.54174113,8.991416
Daniel Gottesman_1996_Pasting Quantum Codes_intro.txt,30,-0.46571437,8.595049
Daniel Gottesman_1997_A Theory of Fault-Tolerant Quantum Computation_intro.txt,26,0.17582709,7.7191205
Daniel Gottesman_1997_Stabilizer Codes and Quantum Error Correction_intro.txt,30,-0.13560899,9.138279
Daniel Gottesman_1998_Fault-Tolerant Quantum Computation with Higher-Dim_intro.txt,-1,0.17204742,7.382743
Daniel Gottesman_1999_Fault-Tolerant Quantum Computation with Local Gate_intro.txt,29,0.23326248,7.337503
Daniel Gottesman_1999_Quantum Teleportation is a Universal Computational_intro.txt,29,0.39920703,6.799085
Daniel Gottesman_2000_An Introduction to Quantum Error Correction_intro.txt,-1,-0.29360104,8.409448
Daniel Gottesman_2005_Quantum Error Correction and Fault-Tolerance_intro.txt,27,-0.84439313,7.1733274
Daniel Gottesman_2007_Fault-Tolerant Quantum Computation_intro.txt,28,-0.037894998,6.696139
Daniel Gottesman_2009_An Introduction to Quantum Error Correction and Fa_intro.txt,26,-0.102270365,7.9628644
Daniel Gottesman_2013_Fault-Tolerant Quantum Computation with Constant O_intro.txt,29,0.29858363,7.12536
Daniel Gottesman_2013_Fibre bundle framework for unitary quantum fault t_intro.txt,-1,0.45056307,8.166991
Daniel Gottesman_2016_Quantum fault tolerance in small experiments_intro.txt,29,0.31859332,6.374299
Daniel Gottesman_2022_Opportunities and Challenges in Fault-Tolerant Qua_intro.txt,29,0.30335793,7.22807
Daniel Greenbaum_2016_Modeling coherent errors in quantum error correcti_intro.txt,30,-0.88036144,8.39499
Daniel Gromada_2024_Quantum association schemes_intro.txt,0,5.2821136,2.6502938
Daniel Harlow_2016_The Ryu-Takayanagi Formula from Quantum Error Corr_intro.txt,25,-1.920492,7.833398
Daniel Herr_2016_Lattice Surgery Translation for Quantum Computatio_intro.txt,17,1.2163914,8.065668
Daniel Herr_2019_Time versus Hardware- Reducing Qubit Counts with a_intro.txt,-1,0.9206863,7.1581154
Daniel Honciuc Menendez_2023_Implementing fault-tolerant non-Clifford gates usi_intro.txt,17,1.8858916,7.593068
Daniel Hothem_2024_What is my quantum computer good for_ Quantum capa_intro.txt,4,-1.7724129,2.595884
Daniel J. Egger_2019_Credit Risk Analysis using Quantum Computers_intro.txt,-1,-0.63568187,4.9593472
Daniel Jaroszewski_2020_Ising formulations of routing optimization problem_intro.txt,14,-0.5563809,3.109425
Daniel Litinski_2017_Lattice Surgery with a Twist- Simplifying Clifford_intro.txt,17,1.6677128,7.68346
Daniel Litinski_2018_A Game of Surface Codes- Large-Scale Quantum Compu_intro.txt,17,1.3152196,7.951204
Daniel Litinski_2018_Quantum Computing with Majorana Fermion Codes_intro.txt,8,1.9762849,7.480966
Daniel Litinski_2019_Magic State Distillation- Not as Costly as You Thi_intro.txt,8,2.5486128,7.013177
Daniel Litinski_2022_Active volume- An architecture for efficient fault_intro.txt,-1,0.3824605,4.100153
Daniel Miller_2018_Propagation of generalized Pauli errors in qudit C_intro.txt,30,-0.9437962,8.533353
Daniel Murfet_2024_Linear Logic and Quantum Error Correcting Codes_intro.txt,-1,-1.6090516,8.718196
Daniel Nigg_2014_Experimental Quantum Computations on a Topological_intro.txt,17,1.8797364,8.262081
"Daniel R. Terno_2004_Inconsistency of quantum--classical dynamics, and _intro.txt",12,3.8951137,3.4277
Daniel T. Chang_2022_Parameterized Quantum Circuits with Quantum Kernel_intro.txt,4,-2.1612334,2.7386894
Daniel T. Chang_2022_Variational Quantum Kernels with Task-Specific Qua_intro.txt,4,-2.294954,2.6678286
Daniel Tandeitnik_2022_Evolving Quantum Circuits_intro.txt,-1,0.5583234,8.069694
Daniela Dragoman_2004_Phase Space Formulation of Quantum Mechanics. Insi_intro.txt,12,3.4163659,3.0846388
Daniela Dragoman_2006_On the Quantum-Classical Character of the Quantum _intro.txt,12,3.750798,3.0130022
Daniele Colosi_2007_Two point function for a simple general relativist_intro.txt,2,3.6903439,4.851422
Danijela Marković_2020_Quantum neuromorphic computing_intro.txt,4,-1.8236126,2.8150144
Danny Paulson_2020_Towards simulating 2D effects in lattice gauge the_intro.txt,14,-0.8599684,4.5807414
Dany Lachance-Quirion_2023_Autonomous quantum error correction of Gottesman-K_intro.txt,-1,1.5261623,6.123179
Dao-Yi Dong_2005_Information-technology approach to quantum feedbac_intro.txt,4,-0.9670649,2.2486541
"Dao-Yi Dong_2005_Quantum Robot- Structure, Algorithms and Applicati_intro.txt",-1,-0.28287,2.324652
Daowen Qiu_2005_Simulations of Quantum Turing Machines by Quantum _intro.txt,14,0.8293271,3.1452231
Daoyi Dong_2021_Learning Control of Quantum Systems_intro.txt,4,-1.3966639,2.3698847
"Daoyi Dong_2022_Quantum estimation, control and learning- opportun_intro.txt",4,-1.087765,2.3565564
Darian McLaren_2025_Benchmarking Quantum Instruments_intro.txt,24,-2.6110575,5.7136145
Dario Picozzi_2024_Pascal's pyramid and number projection operators f_intro.txt,0,5.419315,3.361871
Dario Rocca_2024_Reducing the runtime of fault-tolerant quantum sim_intro.txt,14,-1.3182176,4.720745
Dariusz Kurzyk_2015_Quantum inferring acausal structures and the Monty_intro.txt,-1,3.8286264,2.4385817
Daryus Chandra_2020_Direct Quantum Communications in the Presence of R_intro.txt,13,1.8797476,2.5591207
Daryus Chandra_2021_The Entanglement-Assisted Communication Capacity o_intro.txt,16,2.6300142,2.3831785
Dave Bacon_2005_Operator Quantum Error Correcting Subsystems for S_intro.txt,31,-1.2014565,8.587428
Dave Bacon_2006_Quantum Error Correcting Subsystem Codes From Two _intro.txt,26,-0.08935748,8.055362
Dave Touchette_2010_5-qubit quantum error correction in a charge qubit_intro.txt,27,-0.79854697,7.6454167
Dave Wecker_2014_LIQUi-_- A Software Design Architecture and Domain_intro.txt,14,0.36128482,3.024955
David A. Herrera-Martí_2014_Quantum Error-Correction-Enhanced Magnetometer Ove_intro.txt,-1,0.7989555,5.894072
David A. Meyer_2000_Quantum games and quantum algorithms_intro.txt,-1,4.278758,1.9819701
David Bałut_2024_Quantum entanglement and quantum geometry measured_intro.txt,9,2.423902,5.055411
David F. Locher_2022_Quantum Error Correction with Quantum Autoencoders_intro.txt,4,-2.2320783,3.4206831
David J. C. MacKay_2003_Sparse Graph Codes for Quantum Error-Correction_intro.txt,30,-0.07341858,8.996761
David J. Reutter_2018_Shaded tangles for the design and verification of _intro.txt,-1,0.90282077,8.661062
David K. Tuckett_2017_Ultrahigh Error Threshold for Surface Codes with B_intro.txt,17,1.6354579,8.866816
David K. Tuckett_2018_Tailoring surface codes for highly biased noise_intro.txt,18,1.7324933,9.178923
David Kribs_2004_A Unified and Generalized Approach to Quantum Erro_intro.txt,-1,-1.8474718,7.3508887
David Kribs_2018_Quantum Error Correction and One-Way LOCC State Di_intro.txt,25,-1.9395278,7.817008
David Layden_2017_Spatial noise filtering through error correction f_intro.txt,-1,-1.418148,6.7736397
David Layden_2018_Ancilla-free quantum error correction codes for qu_intro.txt,30,-0.7009433,7.968093
David Layden_2019_Efficient quantum error correction of dephasing in_intro.txt,25,-1.3711928,7.495342
David Layden_2019_Robustness-optimized quantum error correction_intro.txt,25,-1.5031217,7.459541
David Layden_2024_Theory of quantum error mitigation for non-Cliffor_intro.txt,24,-1.6081505,5.7571163
David P. DiVincenzo_1997_Quantum Gates and Circuits_intro.txt,6,4.186001,4.164221
David P. DiVincenzo_2006_Effective fault-tolerant quantum computation with _intro.txt,-1,-1.1462293,6.942815
David Peral García_2022_Systematic Literature Review- Quantum Machine Lear_intro.txt,4,-2.1208937,2.6790338
David Poulin_2005_Stabilizer Formalism for Operator Quantum Error Co_intro.txt,25,-1.8894632,7.7619433
David Ritz Finkelstein_2011_Simplicial quantum dynamics_intro.txt,0,5.1649,3.6653078
David S. Wang_2010_Quantum computing with nearest neighbor interactio_intro.txt,-1,0.83511496,7.404384
David W. Kribs_2005_A brief introduction to operator quantum error cor_intro.txt,25,-1.8773359,7.6781354
David W. Kribs_2005_Operator quantum error correction_intro.txt,25,-1.8024722,7.42249
David W. Kribs_2008_Entropy of a quantum error correction code_intro.txt,31,-1.047564,9.115137
David W. Kribs_2019_Higher Rank Matricial Ranges and Hybrid Quantum Er_intro.txt,31,-1.087148,9.169879
David W. Kribs_2019_Isoclinic Subspaces and Quantum Error Correction_intro.txt,31,-1.1283032,9.1041975
Davide Venturelli_2017_Compiling quantum circuits to realistic hardware a_intro.txt,14,0.23878746,3.1916754
Davide Vodola_2021_Fundamental thresholds of realistic quantum error _intro.txt,26,0.017798351,7.9723105
Dawei Lu_2015_NMR quantum information processing_intro.txt,20,1.2190585,4.8322043
Dayang Zhang_2024_Entanglement and steering in quantum batteries_intro.txt,11,2.3527827,4.143605
Dayue Qin_2021_Error statistics and scalability of quantum error _intro.txt,24,-2.2608535,5.6791143
Dávid Pataki_2024_Compiling the surface code to crossbar spin qubit _intro.txt,17,1.4767777,8.417914
Debarshi Das_2021_Quantum communication using a quantum switch of qu_intro.txt,13,1.9068073,2.1690624
Debashis De Munshi_2014_Signature of Non-Abelian to Abelian Transition in _intro.txt,9,2.5790677,4.720602
Debbie W. Leung_2000_Towards Robust Quantum Computation_intro.txt,2,3.6650338,5.002672
Deepak Vaid_2019_Quantum Error Correction in Loop Quantum Gravity_intro.txt,6,4.555989,4.1918964
"Deepak Vaid_2022_Lorentz Invariance, Scattering Amplitudes and the _intro.txt",0,5.681817,3.5397425
Deepesh Singh_2025_Coherently mitigating boson samplers with stochast_intro.txt,24,-2.614374,5.6205525
Denis V. Vasilyev_2007_Quantum memory for images - a quantum hologram_intro.txt,-1,1.748431,3.916736
Deniz D. Yavuz_2014_Superradiance as a Source of Collective Decoherenc_intro.txt,-1,-0.3615003,6.1750536
Dennis Delali Kwesi Wayo_2024_AI and Quantum Computing in Binary Photocatalytic _intro.txt,-1,-1.7740656,4.2963705
Dennis Lucarelli_2020_Quantum Error Source and Channel Coding_intro.txt,30,-0.412484,8.580962
Derek Khu_2025_Contextuality of Quantum Error-Correcting Codes_intro.txt,30,-0.58164483,8.994378
Dhruv Bhatnagar_2023_Low-Depth Flag-Style Syndrome Extraction for Small_intro.txt,-1,-0.46451837,7.278287
Dhruv Srinivasan_2024_Trapped-ion quantum simulation of the Fermi-Hubbar_intro.txt,-1,0.21896301,4.961834
Di Yu_2023_Symmetry-Based Quantum Circuit Mapping_intro.txt,14,-0.16010599,3.8850372
"Diaa A Ahmed_1998_Quantum Topology, Quantum Topodynamics, Differenti_intro.txt",14,1.3045709,3.2878385
Diana B. Chamaki_2022_Self-consistent Quantum Iteratively Sparsified Ham_intro.txt,14,-1.0562502,4.288937
"Diederik Aerts_2008_Operational Quantum Mechanics, Quantum Axiomatics _intro.txt",12,4.0421333,3.1904118
Diego de Falco_2011_An introduction to quantum annealing_intro.txt,14,-0.7836612,2.8732114
Diego Forlivesi_2023_Logical Error Rates of XZZX and Rotated Quantum Su_intro.txt,17,1.5625843,8.655103
Diego Forlivesi_2023_Performance Analysis of Quantum CSS Error-Correcti_intro.txt,-1,1.1715578,9.01844
Diego Forlivesi_2024_Quantum codes for asymmetric channels- ZZZY surfac_intro.txt,17,1.4623978,8.924681
Diego Forlivesi_2024_Spanning Tree Matching Decoder for Quantum Surface_intro.txt,18,1.8890756,9.4037895
Diego Forlivesi_2025_Bubble Clustering Decoder for Quantum Topological _intro.txt,17,1.4847151,8.909322
Diego Ruano_2023_Quantum error-correcting codes from projective Ree_intro.txt,23,-0.577435,9.764544
Diep Do Ngoc_2017_Quantum E-Cheques_intro.txt,5,1.5316908,1.0337859
Dik Bouwmeester_2000_Error-free optical quantum communication_intro.txt,13,1.7751522,2.8285096
Dimpi Thakuria_2022_Stronger Quantum Speed Limit_intro.txt,-1,2.1441736,3.4411929
Ding Jia_2018_Quantum field theory with indefinite causal struct_intro.txt,6,4.3776503,4.072713
Ding Jia_2019_Causally neutral quantum physics_intro.txt,6,4.319863,3.9570367
Diogo Cruz_2022_Quantum Error Correction via Noise Guessing Decodi_intro.txt,30,-0.018457973,9.067292
Dirk Heimann_2025_Iterative Linear Quadratic Regulator for Quantum O_intro.txt,14,-1.1339934,3.3854299
Dirk Schlingemann_2003_Quantum error correcting codes and one-way quantum_intro.txt,30,-0.5248468,8.471914
Djamel Laps-Bouraba_2025_QC-Adviser- Quantum Hardware Recommendations for S_intro.txt,14,-0.18109158,2.9584255
Dmitrii Beloborodov_2020_Reinforcement Learning Enhanced Quantum-inspired A_intro.txt,4,-1.4455003,2.4407222
Do Ngoc Diep_2017_Quantum Communication and Quantum Multivariate Pol_intro.txt,-1,-2.3786,5.1275516
Domenico Pomarico_2025_Quantum error mitigation in optimized circuits for_intro.txt,-1,-0.8434628,4.9848766
Dominic J. Williamson_2024_Low-overhead fault-tolerant quantum computation by_intro.txt,-1,0.21498956,7.377983
Dominic Widdows_2021_Quantum Mathematics in Artificial Intelligence_intro.txt,4,-2.1881697,2.700924
Dominic Widdows_2023_Quantum Circuit Components for Cognitive Decision-_intro.txt,4,-1.2269865,2.4822748
Dominic Widdows_2023_Quantum Financial Modeling on Noisy Intermediate-S_intro.txt,14,-0.5607714,3.4232779
Dong-Bang Tsai_2009_Optimal control of the silicon-based donor electro_intro.txt,-1,0.58895963,5.9293885
Dong-Ling Deng_2013_Fault Tolerant Quantum Random Number Generator Cer_intro.txt,10,2.649048,5.8227983
Dong-Sheng Ding_2014_Raman Quantum Memory of Photonic Polarised Entangl_intro.txt,-1,1.8020372,3.8436286
Dong-Sheng Wang_2011_On the Quantum Structure_intro.txt,12,4.0728993,3.2726562
Dong-Sheng Wang_2012_Quantum Fine-Grained Entropy_intro.txt,16,3.002237,2.8400602
Dong-Sheng Wang_2014_Quantum circuit design for accurate simulation of _intro.txt,29,0.13829927,6.293771
Dong-Sheng Wang_2018_Quantum computation by teleportation and symmetry_intro.txt,13,1.8884408,2.5725434
Dong-Sheng Wang_2021_Theory of quasi-exact fault-tolerant quantum compu_intro.txt,26,0.1663843,7.8688016
Donghoon Ha_2023_Nonlocal quantum state ensembles and quantum data _intro.txt,-1,2.262829,2.0956342
Donghoon Ha_2024_Multi-player quantum data hiding by nonlocal quant_intro.txt,5,2.0547414,1.4255154
Donghwa Lee_2021_Error-mitigated photonic variational quantum eigen_intro.txt,14,-1.5116104,4.1502233
Dorit Aharonov_1996_Fault Tolerant Quantum Computation with Constant E_intro.txt,24,-1.1852418,5.6763144
Dorit Aharonov_1999_Fault-Tolerant Quantum Computation With Constant E_intro.txt,28,-0.095072664,7.109583
Dorit Aharonov_2004_Adiabatic Quantum Computation is Equivalent to Sta_intro.txt,14,-0.36946592,3.3464553
Dorit Aharonov_2005_Fault-tolerant quantum computation with long-range_intro.txt,-1,-0.76426554,6.4996943
"Dorit Aharonov_2013_Commuting Local Hamiltonians on Expanders, Locally_intro.txt",30,-0.09939209,9.361596
Dorit Aharonov_2025_On the Importance of Error Mitigation for Quantum _intro.txt,24,-1.7542388,5.932426
Doyeol Ahn_2023_Non-Markovian cost function for quantum error miti_intro.txt,24,-0.9779465,5.4574513
Doyeol Ahn_2023_Non-Markovian noise sources for quantum error miti_intro.txt,24,-0.925327,5.4906263
Dripto M. Debroy_2024_LUCI in the Surface Code with Dropouts_intro.txt,-1,0.0865067,6.7140145
Dripto M. Debroy_2025_Diamond Circuits for Surface Codes_intro.txt,17,1.3224934,7.9503326
Dror Baron_2024_Maximum Likelihood Quantum Error Mitigation for Al_intro.txt,24,-1.0151665,6.080399
E. C. G. Sudarshan_2001_Quantum Theory and Probabilities_intro.txt,12,3.7098773,3.2806432
E. Faizi_2014_Comparison of quantum discord and local quantum un_intro.txt,15,2.7473516,3.324215
E. Faizi_2014_Investigation of the Quantum Correlations for a S=_intro.txt,11,2.6392884,3.832729
E. Knill_1996_Quantum Randomness and Nondeterminism_intro.txt,2,3.5841565,4.836717
E. Knill_2002_Introduction to Quantum Error Correction_intro.txt,25,-1.4509103,7.563238
E. Knill_2004_Fault-Tolerant Postselected Quantum Computation- T_intro.txt,29,0.23546141,6.5260286
E. Knill_2004_Quantum Computing with Very Noisy Devices_intro.txt,-1,-0.3723518,6.469763
E. Knill_2022_Conventions for Quantum Pseudocode_intro.txt,14,0.65529776,3.071218
E. Novais_2010_Bound on quantum computation time- Quantum error c_intro.txt,27,-0.9469836,7.2624984
E. Novais_2012_Surface Code Threshold in the Presence of Correlat_intro.txt,17,1.1562634,8.602732
E. Novais_2016_Surface code fidelity at finite temperatures_intro.txt,17,1.0882422,8.587179
E. V. Gorbar_2021_s- and p-superfluidity of Fermi atoms in Bose-Ferm_intro.txt,9,2.31738,5.198925
E. W. Piotrowski_2001_Quantum Bargaining Games_intro.txt,2,3.672389,4.975355
E. W. Piotrowski_2001_Quantum English Auctions_intro.txt,2,3.7081964,5.0432305
E. W. Piotrowski_2002_Interference of Quantum Market Strategies_intro.txt,2,3.711635,5.0323625
Earl Campbell_2016_Shorter gate sequences for quantum computing by mi_intro.txt,24,-2.2454236,5.494664
Earl T. Campbell_2009_Bound States for Magic State Distillation in Fault_intro.txt,8,2.527271,7.0531917
Earl T. Campbell_2010_Catalysis and activation of magic states in fault _intro.txt,8,2.3366978,7.175364
Earl T. Campbell_2014_Enhanced fault-tolerant quantum computing in $d$-l_intro.txt,8,2.466268,7.132627
Earl T. Campbell_2020_Early fault-tolerant simulations of the Hubbard mo_intro.txt,24,-2.4296923,5.700596
Ebrahim Ardeshir-Larijani_2021_Parametrized Complexity of Quantum Inspired Algori_intro.txt,14,-0.0049173357,3.0030584
Edoardo Pedicillo_2024_An open-source framework for quantum hardware cont_intro.txt,14,0.2556073,2.954912
Eduardo Mascarenhas_2010_Continuous Quantum Error Correction Through Local _intro.txt,25,-1.2613251,7.5385013
Edward W. Piotrowski_2003_Quantum computer- an appliance for playing market _intro.txt,2,3.6835735,4.99114
Edwin Peter Lobo_2021_Certifying beyond quantumness of locally quantum n_intro.txt,-1,3.2986004,3.1462646
Eesa Nikahd_2016_A Low-Overhead Hybrid Approach for Universal Fault_intro.txt,29,0.3472692,6.511358
Eesa Nikahd_2016_Non-Uniform Code Concatenation for Universal Fault_intro.txt,26,0.27443758,7.621292
Eesa Nikahd_2017_Low-Overhead Code Concatenation Approaches for Uni_intro.txt,29,0.18684945,7.2936964
Efstratios Manousakis_2002_A Quantum-Dot Array as Model for Copper-Oxide Supe_intro.txt,14,-0.11836124,3.8334386
Ehsan Zahedinejad_2015_Designing High-Fidelity Single-Shot Three-Qubit Ga_intro.txt,-1,1.0400574,6.9176826
Ehsan Zahedinejad_2019_Multi-Community Detection in Signed Graphs Using Q_intro.txt,-1,-0.4182445,2.6172986
El Amine Cherrat_2022_Quantum Vision Transformers_intro.txt,4,-2.2520783,3.039207
Eliana Biolatti_2000_Quantum-Information Processing with Semiconductor _intro.txt,20,1.4722619,4.775241
Elias Kokkas_2021_Quantum Computing with Two-dimensional Conformal F_intro.txt,10,2.770079,6.0632143
Elijah Pelofske_2023_Increasing the Measured Effective Quantum Volume w_intro.txt,-1,0.2665826,4.6516237
Elijah Pelofske_2023_Simulating Heavy-Hex Transverse Field Ising Model _intro.txt,14,-0.90919536,3.0587733
Elijah Pelofske_2025_Digital Zero-Noise Extrapolation with Quantum Circ_intro.txt,24,-1.7295268,5.584349
Elisha Siddiqui Matekole_2022_Decoding surface codes with deep reinforcement lea_intro.txt,4,-1.4490201,2.3034532
Elizabeth R. Bennewitz_2021_Neural Error Mitigation of Near-Term Quantum Simul_intro.txt,-1,-2.1507044,4.6758757
Elliot J. Connors_2019_Rapid high-fidelity spin state readout in Si-SiGe _intro.txt,20,1.5829495,4.962576
Elton Pinto_2022_An Implementation of the Quantum Verification of M_intro.txt,14,-0.2607534,2.9249024
Emanuel Knill_1996_A Theory of Quantum Error-Correcting Codes_intro.txt,-1,-1.4318078,8.511847
Emanuel Knill_1999_Theory of Quantum Error Correction for General Noi_intro.txt,30,-0.7489676,9.346316
Emanuele Mendicelli_2023_Investigating how to simulate lattice gauge theori_intro.txt,-1,0.8011122,4.090812
Emilie Huffman_2021_Towards the real-time evolution of gauge-invariant_intro.txt,-1,0.10714815,4.767778
Emily Cairncross_2020_Classifying toric surface codes of dimension $7$_intro.txt,19,2.318012,8.809202
Emily Mount_2015_Scalable Digital Hardware for a Trapped Ion Quantu_intro.txt,22,0.3260203,5.153244
Enrico Blanzieri_2022_Evaluating the Convergence of Tabu Enhanced Hybrid_intro.txt,14,-0.67368495,3.1155543
Enrico Fontana_2022_Spectral analysis for noise diagnostics and filter_intro.txt,24,-2.3535092,5.541919
Erast B. Gliner_2000_Relativistic Quantum Non-Locality_intro.txt,6,4.141657,3.7505825
